S_ID,Reg,Area,lnAge,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D20
Area_AA,Area_A,189540,1.2527629685,-0.030429334,0.098254045,0.0471153662,0.037285551,0.0140852214,-0.011388252,0.0002296006,0.0002338957,0.0155804863,0.0003309454,0.0049441913,-0.008391473,0.0047006631,-0.001233579,0.0052486223,-0.000716338,0.0011464193,-0.000933494,0.0003206629,-1.1095e-16,0.0670740797,0.0666772015,0.0277268759,-0.008873607,-0.011275106,-0.000710248,0.0114357256,0.011017615,0.002450309,-0.002870294,-0.003505624,0.0016714106,0.0030701687,0.0046273149,-0.001763388,0.0005310107,-0.000457966,0.0010848176,0.0013916704,2.09374e-16,0.0173083089,-0.020667958,-0.038931991,-0.022427427,0.0012783775,0.0048732282,-0.003044324,-0.005808872,-0.008722265,-0.00395661,-0.001380206,0.0030599331,-0.000299682,0.0016551382,-0.001998184,-0.00170109,0.0013341823,-0.003619056,-0.001808849,0.529913988,-0.084213284,0.0310210817,-0.003639585,0.0274039211,0.014125548,0.0029366373,-0.00482595,-0.004252173,0.0001539885,0.0042287475,0.0020113687,0.0005021755,0.0022638738,-0.004882281,0.0013557063,-0.001414069,0.002542227,0.0015976072,5.70127e-05
Area_AA,Area_A,204607,0.9162907319,-0.037158428,0.0999858546,0.0452612754,0.0501066961,0.0091096462,-0.016130675,-0.010405587,-0.006583461,0.0102266075,0.0039418581,0.0075210806,-0.006025617,-0.001557595,-0.000811038,-0.00039726,0.003543815,0.0014211837,7.0328348e-06,0.0019365115,-8.11064e-21,0.0754789583,0.1130362689,0.0464539567,-0.000728555,-0.010396564,-0.014621268,0.0176937983,0.0126850512,0.0152264003,-0.009709175,0.0005511134,-0.005881809,0.0021061599,-0.000885486,0.0045488728,-0.002689989,0.0048361765,-0.002124307,-0.000605561,1.518756e-20,0.0261812072,-0.033438616,-0.031897236,-0.03276588,-0.008147229,0.0068760767,0.0009947125,-0.012340045,-0.009438459,0.0023911184,-0.005300312,-0.003672586,0.0010562903,-0.003028346,0.0010135468,0.0028563905,-0.002940608,0.0027329052,-0.004143591,0.5340317615,-0.076499612,0.035811289,-0.010484764,0.03064731,0.0104475357,0.0128736322,-0.007951938,-0.005475587,-0.001651736,-0.00340511,0.0010774745,-0.005308481,0.0034089661,-0.002921686,-0.00253427,0.0073063729,-0.003944651,-0.005763993,0.005727559
Area_AA,Area_A,209541,0.9162907319,-0.06868165,0.0995415682,0.0350753473,0.0425705726,0.0020744339,-0.014605558,-0.008698935,-0.010082363,0.0035623557,-0.001898824,0.0056857513,-0.001749972,0.0079540446,-0.001732381,-0.002084387,-0.005807826,0.0001193791,0.0031049205,0.0045878635,9.070836e-18,0.1015578873,0.1112962262,0.0600122197,0.0003383032,-0.003029012,-0.009378465,0.0178234404,0.0093393777,0.0103803784,-0.000180342,0.0079940525,-0.001409046,0.0004846841,-0.006032805,-0.000615551,0.0014175343,0.0062941962,0.0011013414,0.0014096082,-1.78888e-17,0.0117369967,-0.043088906,-0.037063209,-0.02718452,-0.004656495,0.0018839295,-0.007515404,-0.009727422,0.0020323075,0.00758727,-0.003174567,0.0016503609,-0.00193822,0.0004278484,-0.000938745,0.0030941271,0.0035445434,-0.00151889,-0.005228529,0.5070678343,-0.094468652,0.028057377,-0.008768095,0.0225973607,0.0060634019,0.0037260825,-0.005789588,-0.002064749,-0.000541594,-0.003482362,-0.008304396,-0.006201225,-0.000172712,-0.004990714,0.0032960035,-0.000783567,-0.007657384,-0.00169902,0.0022461366
Area_AA,Area_A,185379,1.2527629685,-0.016329701,0.0883534517,0.0406940934,0.035793998,0.0138082784,-0.010609322,-0.002263668,-0.00230435,0.0141723149,0.0011893985,0.0063180866,-0.006359409,0.0003430881,-0.002483119,0.0038274025,0.0005951986,0.0012908651,0.0004032463,-0.000501264,2.108127e-18,0.0586859851,0.0666428484,0.0363833911,-0.006527399,-0.004828779,-0.00379978,0.0150136816,0.0101971677,0.0104074358,-0.00503861,-0.002969892,-0.004427968,0.0043502603,0.0028730204,0.0033794808,-0.00022936,0.0007535445,-0.001363361,0.0028942498,-3.65272e-18,0.0443495944,-0.021488397,-0.035055688,-0.02075643,-0.001978036,0.0055358754,0.0020473145,-0.003531799,-0.009014615,-0.007444766,-0.002692008,0.0027141165,-0.003217819,0.0010709355,0.0008350343,-0.000240655,0.0014758445,-0.002818894,-0.000323733,0.5771392424,-0.088636646,0.0291187985,-0.000333525,0.0245963959,0.016873623,0.0033831029,-0.00490443,-0.001941285,-0.005727429,-0.001619009,0.0030567903,-0.000404909,0.0014695535,-0.000637736,0.001637459,-0.002500265,0.0001679632,-0.001080665,-0.002092314
Area_AA,Area_A,181139,1.2527629685,-0.060737331,0.0804263794,0.0449793378,0.0351104028,0.0109251097,-0.009104102,-0.004201188,-0.005757563,0.0061575444,-0.004546303,-0.001273103,-0.004729225,-0.00142268,-0.003198667,0.0020537892,-0.000155179,0.0006983336,0.0014220887,-0.003184316,-1.61796e-16,0.1024752967,0.1167159191,0.0575155798,0.006782768,-0.000941482,-0.005048505,0.0159235797,0.0036214047,0.0082676579,-0.004767504,0.003346765,-0.002579545,0.0068351715,-0.002392587,0.0039761606,2.2842188e-06,-0.000859602,-0.001851416,-0.001347423,2.829609e-16,0.0213195386,-0.038153377,-0.03513316,-0.034687126,0.0030957646,0.0078588728,-0.000893492,-0.007471362,-0.000450174,-0.003262474,6.99057e-05,0.0005700288,0.0028807646,0.0029079007,-0.000867532,0.0022338417,0.0002351318,-0.004909194,0.0019316898,0.5717964586,-0.090165738,0.0241040793,-0.003912687,0.0145709227,0.0192556473,-0.007988402,-0.013149827,-0.003641106,-0.000522682,-0.006858156,0.0028588019,0.0031870286,-0.004339218,-0.00434236,-0.000644305,-0.003450049,-0.002109096,-0.001240517,0.0027875481
Area_AA,Area_A,194741,1.2527629685,-0.002719102,0.0719396517,0.0271347673,0.0440616466,0.0196341451,0.0067993043,-0.005600467,-0.004610087,-0.007591855,0.0104621623,0.0004178284,0.0085451604,-0.002697017,0.0018652725,-0.005017675,-0.000208738,-0.000351348,0.0022137633,0.0020750459,1.022409e-19,0.0339185446,0.0636680518,0.042796851,0.0065660972,0.0072221567,-0.016831021,0.0062615277,0.0019244359,0.014437158,0.0026341803,0.0092741365,-0.003730925,-0.00201373,-0.00200459,0.0008060572,0.0041210594,0.0019908911,0.0025977766,-0.000477649,-1.80619e-19,0.0641677888,-0.018647855,-0.020884167,-0.018702046,-0.01276454,0.0019487276,0.0020365088,6.22723e-05,-0.003181117,-0.002981315,-0.00513975,-0.000663859,-0.004950415,0.0022288514,0.0015334155,-0.000557339,0.0003478158,0.0014956635,-0.00173706,0.5660589868,-0.057920509,0.0174329423,-0.004466868,0.0147290997,0.0110914936,0.007707665,0.0047637006,-0.005235033,-0.00239977,-0.000903436,-0.002121318,0.0004281075,-0.000878024,0.001402213,-0.000785057,0.0004490149,-0.003976572,0.0005737954,-0.000903097
Area_AA,Area_A,203490,1.2527629685,0.0204105189,0.0635317111,0.0319658037,0.0462608999,0.0119189342,0.0164628072,-0.011098951,0.0035792894,-0.009809597,0.0145386016,-0.000471963,0.0098030285,0.0026852085,-0.002967735,-0.004360754,0.0025593136,-0.000873896,0.0030610191,0.0023255468,-3.87533e-17,0.0045641576,0.0691045047,0.0281769677,0.0132661375,-1.2047e-05,-0.017353025,0.004492572,0.000106387,0.0118506643,0.0051424033,0.0050692311,-0.003510597,-0.004139614,0.003427161,-0.005595956,0.0065921328,0.0025794264,0.0006571249,-0.000256604,7.018173e-17,0.0851156806,-0.016963297,-0.009252675,-0.026808314,-0.008857186,-0.001768855,-0.000223166,0.0024965951,-0.005319172,-9.9614e-05,-0.006193527,0.00552134,-0.008496402,-0.005943068,0.0094051106,-0.003952365,0.0017432212,-0.003412834,-0.001367909,0.5521846235,-0.038485048,0.0118692685,-3.7346e-05,0.0131890479,0.0080464086,0.0105778852,0.0024814014,0.0011947155,-0.005737856,0.003123125,-0.004489979,0.0030128447,0.0067870451,-0.004748758,0.0012325706,0.0004554869,-0.003263249,0.0033279641,-0.003095517
Area_AA,Area_A,191594,1.2527629685,-0.005188883,0.0885116511,0.0335367204,0.0519306175,0.0225215749,-0.010165218,-0.004451447,-0.013548202,0.0084549291,0.0039882197,0.0106079085,-0.004241251,0.0043132931,-0.008071927,0.0027364041,0.0025878542,-0.000283741,0.0028265662,0.0003888275,-9.98829e-20,0.0720866366,0.0794218987,0.0412860995,0.0121918709,-0.004170446,-0.017969646,0.0131164885,0.008976366,0.0138075385,-0.000366893,0.0042576842,-0.009380589,0.0032278052,-0.00105825,0.002489298,0.0006464055,0.0020262987,-0.001190189,0.0039930866,1.924835e-19,0.0538617464,-0.020175195,-0.025136755,-0.034254434,-0.018843887,0.0074125328,0.0020812955,-0.006528571,-0.009757318,0.001803672,-0.008091943,-0.002949854,-0.002926452,0.003979222,-0.004864769,-0.001747112,0.0051744601,-0.003930167,-0.001704479,0.5189166177,-0.069061416,0.026342834,-0.016580518,0.0172753177,0.0151694267,0.0168977004,-0.003253361,-0.014218606,0.0025094973,0.0027574344,-0.008619792,0.0010270877,0.0075125319,-0.010119628,0.002911941,-0.001245006,-0.003573608,0.0013965038,-0.001906547
Area_AA,Area_A,193658,1.2527629685,-0.017263171,0.0913707711,0.0446499405,0.046803875,0.0158931262,-0.012901313,-0.001712394,-0.007264699,0.0108329659,0.0077687255,0.0052532083,-0.002854754,-0.000114594,-0.000385969,0.0003880919,0.0055984797,-0.000883004,0.003513667,-0.000873507,-3.66407e-17,0.0464130048,0.0783353004,0.0388057275,-0.005751142,-0.000702536,-0.013515088,0.0112527092,0.0111614713,0.009803456,-0.004560676,0.0022731049,-0.008094875,0.0038871792,0.0001678861,0.0020175777,0.0002533476,0.0021748135,-0.001881002,0.0033868257,7.079448e-17,0.0596224534,-0.020098637,-0.026910317,-0.032271086,-0.011271666,0.0075402292,-0.0053534,-0.004060488,-0.005061865,-0.006605465,-0.00344673,0.0001304531,-0.004657278,0.0034026807,-0.000186605,0.0015949029,-0.000645227,-0.001924854,0.0010179516,0.5175650671,-0.077485762,0.0230257915,-0.01822053,0.0247325603,0.0164183695,0.0090627195,-0.005968255,-0.005910381,0.0016324756,-0.00188665,-0.000727569,0.0005435366,0.0010012436,-0.003960851,-0.00071778,-0.000216817,0.0012082638,-0.00077579,-0.000349979
Area_AA,Area_A,232639,1.2527629685,-0.030219812,0.0847356666,0.0599885173,0.0358521782,0.0216608589,-0.020355585,-0.001113185,-0.005025146,0.0145112754,-0.00124448,0.0080595917,-0.004446199,-0.001033766,-0.000345979,0.0014493399,0.0017880738,0.0013735716,0.0025495384,-0.001168732,-8.58586e-19,0.0820992883,0.0790680895,0.0446694222,-0.0141572,-0.006667547,-0.00730137,0.015548716,0.0100121883,0.013095706,-0.007882949,-0.001450394,-0.003698227,0.0038973574,-0.000602479,0.0034231123,-0.001894329,0.0019319486,-0.001162114,0.0020974157,1.492173e-18,0.036068191,-0.029787421,-0.04314842,-0.028019513,-0.008983301,0.005920048,-0.003298414,-0.010608346,-0.010451809,-0.001297274,-0.004068063,-0.001645697,-8.9054e-05,0.000142713,-0.000990013,0.0029445331,-0.00057697,-0.003771726,0.0007531587,0.5753931993,-0.105831692,0.0192576734,-0.004949235,0.0267020822,0.0201836264,-0.001055785,-0.001600515,-0.001618692,-0.001632277,-0.002902384,0.0043893803,-0.002800668,0.0034525624,0.0006640976,-0.003384702,-0.001885116,0.0030678998,-0.001728428,0.0008456344
Area_AA,Area_A,219108,1.2527629685,0.0040102323,0.0884698254,0.0576042118,0.053071305,0.0192431038,-0.007333745,-0.011387313,0.004359782,-0.004212288,0.0197274978,-0.000662714,0.0004034049,-0.003037987,0.0011497427,-0.001774185,0.000526205,0.0005702333,0.000810827,0.0017121039,-1.40768e-16,0.0418196711,0.1125806896,0.0336622702,-0.005144184,-0.008208454,-0.014063018,0.009594592,0.0148013465,0.0105597728,-0.007426914,0.0080358597,-0.006869923,0.000191927,0.0030508843,0.001382444,0.0003614682,-0.000939596,0.0004960786,-0.003177609,2.573514e-16,0.1010067019,-0.073125395,-0.02385459,-0.034221254,-0.013448487,0.0119183765,-0.002412424,-0.011322227,-0.010823287,0.0020215761,-0.007824828,-0.0013393,-0.005464023,-0.000528154,0.0028117393,-0.007431243,0.0053715483,0.0002098118,-0.003448663,0.5469887578,-0.06178126,0.0219633181,-0.021228988,0.0328040265,0.0197244642,0.0053407467,0.0006012258,-0.000340282,-0.004372541,0.0047441121,0.0018522292,0.0002632968,0.0048147179,-0.000915991,-0.000388168,-0.000709166,-0.002324719,0.0019443025,-0.000401224
Area_AA,Area_A,212222,0.9162907319,-0.047935268,0.0944010301,0.0387830299,0.0459962863,0.0114653961,-0.013064543,-0.010840262,-0.007054825,0.01109468,0.0018934388,0.0059393629,-0.005669763,-0.001248337,-0.004740955,0.001927291,-8.4927e-05,0.0018715601,-0.000625379,0.0003648482,-8.82305e-19,0.094015706,0.0842666914,0.0552982475,-0.0042653,-0.002482037,-0.010711468,0.0160369457,0.0078537873,0.0177146384,-0.004651195,0.001080021,-0.006466368,0.0041730662,-0.000373992,0.0041733103,-0.000701022,0.0014353155,-0.001115136,0.0012355311,1.742291e-18,0.0205832734,-0.030154397,-0.031916157,-0.029428799,-0.001356372,0.0003881498,0.0043541555,-0.01004971,-0.007038854,-0.001632381,-0.003834404,-0.001075549,-0.002908028,0.0035353738,0.0011485478,-0.000696249,0.0007770975,-0.001181411,-0.001708878,0.5064051797,-0.08143353,0.0172461413,0.0019811808,0.0223203422,0.0093815955,0.0081771007,-0.008708404,-0.007941967,-0.002759137,0.0005046585,0.000561656,-0.000760252,0.002724128,-0.00329629,-0.00085707,-0.002293868,0.000435717,-0.003111667,0.0001315933
Area_AA,Area_A,214998,0.9162907319,-0.039867703,0.1014775194,0.0446387916,0.0493704338,0.0125782371,-0.00860025,-0.009489201,-0.003190371,0.0103285734,0.0051429727,0.0055762824,-0.005099405,-0.000382006,-0.003234739,0.0016729275,0.000369812,0.0021747331,-0.000217954,0.000620594,-3.34223e-16,0.0694860226,0.0734875082,0.0504125605,-0.007100106,-0.005843721,-0.012420085,0.0147345384,0.0084846023,0.0160015378,-0.003373516,0.0004169174,-0.007714472,0.0029088506,0.0007771005,0.0051631021,-0.00084239,7.73318e-05,-0.001349167,-0.000137491,6.316466e-16,0.0282537632,-0.031842451,-0.03107515,-0.029442042,-0.001882973,0.0004686688,0.0014830596,-0.006656088,-0.008149882,-0.003720536,-0.001704533,-0.002624399,0.0003470414,0.0004090154,-0.003294888,0.0012850016,0.0002442496,-0.000439484,-0.000865347,0.5291290106,-0.08463986,0.0204519117,0.0033189263,0.0236089455,0.0109307511,0.0100784563,-0.003727505,-0.00300806,-0.000350527,-5.4123e-05,-0.000464393,-0.000393441,0.0040206209,0.000397633,-0.000701305,-0.001609328,0.0011567419,-0.002862468,-7.4694e-05
